,Ratings,Comments
3991,Rated 5 stars out of five stars,"great app, good in."
3992,Rated 5 stars out of five stars,Love this app...
3993,Rated 5 stars out of five stars,Best app ever !
3994,Rated 5 stars out of five stars,I love this app
3995,Rated 5 stars out of five stars,Macy's app rocks!
3996,Rated 5 stars out of five stars,app works well
3997,Rated 5 stars out of five stars,I love this app
3999,Rated 5 stars out of five stars,Very easy to use
4000,Rated 5 stars out of five stars,I like the app.
4001,Rated 5 stars out of five stars,Quick easy shopping!
4003,Rated 5 stars out of five stars,great app to use
4004,Rated 5 stars out of five stars,My favorite one
4005,Rated 5 stars out of five stars,Good and cool to use
4006,Rated 5 stars out of five stars,I Love it...
4007,Rated 4 stars out of five stars,very handy app
4008,Rated 5 stars out of five stars,Always have sales!
4009,Rated 5 stars out of five stars,A very good app
4010,Rated 5 stars out of five stars,very easy to use.
4011,Rated 4 stars out of five stars,could be better
4012,Rated 5 stars out of five stars,I love the app
4014,Rated 5 stars out of five stars,Very good app
4015,Rated 5 stars out of five stars,It beat the line
4016,Rated 5 stars out of five stars,Awesome Great Deals!
4017,Rated 5 stars out of five stars,My favorite way to shop.
4018,Rated 5 stars out of five stars,I lake this ap
4019,Rated 5 stars out of five stars,I love the app
4020,Rated 5 stars out of five stars,Easy to use app
4021,Rated 5 stars out of five stars,great fast no hassles
4022,Rated 5 stars out of five stars,It's awesome app
4023,Rated 5 stars out of five stars,Easy to use...
4024,Rated 5 stars out of five stars,Easy to use it
4025,Rated 5 stars out of five stars,I love Macy's.
4026,Rated 5 stars out of five stars,I Love it.
4027,Rated 5 stars out of five stars,Easy to use app
4028,Rated 5 stars out of five stars,I enjoy it
4029,Rated 5 stars out of five stars,My happy place
4030,Rated 5 stars out of five stars,Love Macys and the deals
4032,Rated 5 stars out of five stars,essy to use!
4033,Rated 3 stars out of five stars,Make it easier
4034,Rated 5 stars out of five stars,Easy shopping experience
4035,Rated 5 stars out of five stars,"So easy to use ,"
4036,Rated 5 stars out of five stars,great and easy
4037,Rated 4 stars out of five stars,I love this app!❤
4038,Rated 5 stars out of five stars,magic of Macy's ❤
4039,Rated 5 stars out of five stars,Macy's is the best!
4040,Rated 5 stars out of five stars,Very nice website
4041,Rated 5 stars out of five stars,I love Macy's 😘😘😘
4042,Rated 5 stars out of five stars,I love dressing & parfum
4043,Rated 5 stars out of five stars,I love Macy's
4044,Rated 5 stars out of five stars,I love Macy's
4045,Rated 5 stars out of five stars,best home shipping
4046,Rated 5 stars out of five stars,I love Macy's
4047,Rated 5 stars out of five stars,I love Macy's
4048,Rated 5 stars out of five stars,I love Macy's
4049,Rated 5 stars out of five stars,Love the app
4050,Rated 5 stars out of five stars,I like Macy's
4051,Rated 5 stars out of five stars,Macy's is fabulous tyvm
4052,Rated 5 stars out of five stars,This app is VERY useful
4053,Rated 4 stars out of five stars,Love shopping the deals
4054,Rated 5 stars out of five stars,Nice and easy
4055,Rated 5 stars out of five stars,I love Macy's
4056,Rated 5 stars out of five stars,Really easy to use.
4057,Rated 5 stars out of five stars,easy.. love it
4058,Rated 4 stars out of five stars,great so far
4059,Rated 5 stars out of five stars,Easier effortless dangerous lol
4060,Rated 5 stars out of five stars,So far So goooood!
4061,Rated 4 stars out of five stars,I find it easy to use.
4062,Rated 5 stars out of five stars,The best way to shop
4063,Rated 5 stars out of five stars,Easy to use -
4065,Rated 5 stars out of five stars,just love it
4066,Rated 5 stars out of five stars,Its easy to used apps
4067,Rated 5 stars out of five stars,Love your products
4068,Rated 5 stars out of five stars,Is easy for use I love
4069,Rated 5 stars out of five stars,very useful app
4070,Rated 5 stars out of five stars,Simple I love it
4071,Rated 5 stars out of five stars,love Macy's
4072,Rated 5 stars out of five stars,Good I like it
4073,Rated 5 stars out of five stars,It's good I like it.
4074,Rated 5 stars out of five stars,Very helpful app.love it!
4075,Rated 5 stars out of five stars,Love their deals :)
4076,Rated 5 stars out of five stars,I like to shop at Macy's
4077,Rated 5 stars out of five stars,My prefer store.
4078,Rated 5 stars out of five stars,I am always love macy
4079,Rated 5 stars out of five stars,Love the app
4080,Rated 5 stars out of five stars,love the sales
4081,Rated 5 stars out of five stars,Great and Informative
4082,Rated 4 stars out of five stars,Just love it
4083,Rated 3 stars out of five stars,Too many updates
4084,Rated 5 stars out of five stars,Just love it
4085,Rated 5 stars out of five stars,Excellent app love it
4086,Rated 5 stars out of five stars,i love Macy:s
4087,Rated 5 stars out of five stars,Quick and easy to use
4088,Rated 4 stars out of five stars,Everything is good.
4089,Rated 5 stars out of five stars,good very cool
4090,Rated 4 stars out of five stars,Its basically alright
4091,Rated 5 stars out of five stars,Like this store alot
4093,Rated 5 stars out of five stars,I love my app
4094,Rated 5 stars out of five stars,It is so convenient.
4095,Rated 5 stars out of five stars,A very good App
4096,Rated 5 stars out of five stars,easy to use
4097,Rated 5 stars out of five stars,A lot of good stuff
4098,Rated 5 stars out of five stars,easy to use
4099,Rated 5 stars out of five stars,easy to use
4100,Rated 5 stars out of five stars,Love Macy's
4101,Rated 5 stars out of five stars,easy to use
4102,Rated 5 stars out of five stars,Superb shopping site
4103,Rated 3 stars out of five stars,Good to the last drop
4104,Rated 5 stars out of five stars,love macy very nice
4105,Rated 5 stars out of five stars,i like it. it is convenient.
4106,Rated 5 stars out of five stars,Great app to use
4107,Rated 5 stars out of five stars,This app does great
4108,Rated 4 stars out of five stars,straight forward app
4109,Rated 5 stars out of five stars,Thanks so much
4110,Rated 5 stars out of five stars,Love Macy's!
4111,Rated 5 stars out of five stars,Love this store
4112,Rated 5 stars out of five stars,Macys is magic! ⭐
4113,Rated 5 stars out of five stars,Love Macy's!
4114,Rated 5 stars out of five stars,Love it all
4116,Rated 5 stars out of five stars,Easy to use.
4117,Rated 5 stars out of five stars,It's been great so far
4118,Rated 4 stars out of five stars,Easy to use.
4119,Rated 5 stars out of five stars,It's amazing
4120,Rated 5 stars out of five stars,Great to use
4121,Rated 5 stars out of five stars,Easy to use.
4122,Rated 5 stars out of five stars,Easy to use.
4123,Rated 5 stars out of five stars,good love it
4124,Rated 5 stars out of five stars,Ho i love it so
4125,Rated 4 stars out of five stars,Very easy to use
4126,Rated 5 stars out of five stars,5 stars from me 💎
4127,Rated 5 stars out of five stars,Easy & convenient
4128,Rated 5 stars out of five stars,Love the stuff
4129,Rated 5 stars out of five stars,4 very good store
4130,Rated 5 stars out of five stars,Love the store
4131,Rated 5 stars out of five stars,Love the store
4132,Rated 5 stars out of five stars,It's a great app.
4133,Rated 5 stars out of five stars,Keep up the good work
4134,Rated 5 stars out of five stars,I Love Macy's
4135,Rated 5 stars out of five stars,The best app
4136,Rated 5 stars out of five stars,Love my Macy's App
4137,Rated 5 stars out of five stars,Love this app
4138,Rated 5 stars out of five stars,Is very good
4139,Rated 5 stars out of five stars,Love this app
4140,Rated 5 stars out of five stars,Love this app
4141,Rated 5 stars out of five stars,Macys items are quality
4142,Rated 5 stars out of five stars,Very easy to use.
4143,Rated 5 stars out of five stars,Easy to shop
4144,Rated 5 stars out of five stars,Love this app
4145,Rated 5 stars out of five stars,Very easy to use.
4146,Rated 4 stars out of five stars,Nice and easy .
4147,Rated 4 stars out of five stars,great app love it
4148,Rated 4 stars out of five stars,Thi app is wonderful
4149,Rated 5 stars out of five stars,Good app to shop
4150,Rated 4 stars out of five stars,Great for fast shopping
4151,Rated 5 stars out of five stars,I love it!
4152,Rated 5 stars out of five stars,love my macys app!
4153,Rated 5 stars out of five stars,Works great@!
4154,Rated 5 stars out of five stars,yesi would like account
4155,Rated 5 stars out of five stars,Loving the deals
4156,Rated 5 stars out of five stars,Easy to navegate
4157,Rated 5 stars out of five stars,East to navigate
4158,Rated 5 stars out of five stars,Wow the best app
4159,Rated 5 stars out of five stars,I love Macy's
4160,Rated 5 stars out of five stars,great Macy's #1
4161,Rated 5 stars out of five stars,It is good
4162,Rated 3 stars out of five stars,No real sales
4163,Rated 5 stars out of five stars,I luv MACY'S!
4164,Rated 5 stars out of five stars,All is superb
4165,Rated 5 stars out of five stars,Easy app to use
4166,Rated 5 stars out of five stars,Works for me!
4167,Rated 4 stars out of five stars,Keep it simple.
4168,Rated 5 stars out of five stars,I just love it 🤗🤗
4169,Rated 5 stars out of five stars,I just love it.
4170,Rated 4 stars out of five stars,Pretty neat app....
4171,Rated 5 stars out of five stars,I LOVE MACY'S
4172,Rated 4 stars out of five stars,Easy to use
4173,Rated 4 stars out of five stars,Easy to use
4174,Rated 5 stars out of five stars,App works great
4175,Rated 5 stars out of five stars,Easy to use
4176,Rated 5 stars out of five stars,Easy to use
4177,Rated 5 stars out of five stars,Easy to use
4178,Rated 5 stars out of five stars,Easy to use
4179,Rated 5 stars out of five stars,Easy to use
4180,Rated 5 stars out of five stars,Easy to use
4181,Rated 5 stars out of five stars,Easy to use
4182,Rated 4 stars out of five stars,Easy to use
4183,Rated 5 stars out of five stars,Easy to use
4184,Rated 5 stars out of five stars,Love the app
4185,Rated 3 stars out of five stars,Easy to use
4186,Rated 5 stars out of five stars,Love the app
4187,Rated 4 stars out of five stars,Easy to use
4188,Rated 5 stars out of five stars,Macy's Finantic 😊
4189,Rated 5 stars out of five stars,Love the app
4190,Rated 5 stars out of five stars,Easy to use
4191,Rated 5 stars out of five stars,Very usefull app
4192,Rated 5 stars out of five stars,Love the app
4193,Rated 5 stars out of five stars,I Love it!
4194,Rated 5 stars out of five stars,ok for now
4195,Rated 5 stars out of five stars,love this app
4196,Rated 5 stars out of five stars,I like maycy's
4197,Rated 5 stars out of five stars,Good guysssssssssssssss
4198,Rated 5 stars out of five stars,love this app
4199,Rated 5 stars out of five stars,Easy to use .
4200,Rated 5 stars out of five stars,Throughly enjoy the app
4201,Rated 5 stars out of five stars,Love this App
4202,Rated 5 stars out of five stars,One of the best
4203,Rated 5 stars out of five stars,"love, love love"
4204,Rated 5 stars out of five stars,MACYS APP IS THE BEST
